name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
"⭐️On Light Rail get to Airport, Dwntwn, Cap Hill⭐️",1969599,Rainier Valley,Columbia City,47.55271,-122.28356000000001,Private room,70,1,85,2.67,1,61
Erlinda's Wholeworld Homestay,111066204,Northgate,North College Park,47.692409999999995,-122.33316,Private room,35,30,3,0.09,7,89
Inner City Historic Gem,2003104,Central Area,Minor,47.61108,-122.31223,Entire home/apt,360,4,25,0.74,2,88
Unique View Home in West Seattle,107954240,West Seattle,Gatewood,47.53819,-122.38558,Entire home/apt,199,30,1,0.03,1,0
"Private Getaway next to lake, easy downtown access",21929000,Other neighborhoods,Green Lake,47.68355,-122.32422,Private room,80,30,48,1.46,1,89
Garden getaway on Beacon Hill!,6828307,Beacon Hill,North Beacon Hill,47.58299,-122.31813000000001,Entire home/apt,129,30,14,0.41,1,0
★ QUIET Capitol Hill Home w GREAT DECKS★,12621577,Capitol Hill,Stevens,47.62253,-122.30046000000002,Entire home/apt,240,2,8,0.39,3,0
Private 1-Bedroom Apartment in Phinney/Greenwood,47595129,Other neighborhoods,Greenwood,47.68493,-122.35898999999999,Entire home/apt,100,2,21,0.62,1,329
Stunning Queen Anne short or long term rental home,10704748,Queen Anne,North Queen Anne,47.65011,-122.37491999999999,Entire home/apt,550,30,8,0.24,1,180
Urban Oasis Garden Apartment in West Seattle,62797356,West Seattle,North Admiral,47.57144,-122.37451999999999,Entire home/apt,145,2,36,1.07,1,192
Fremont & Woodland Park Zoo Cozy Living,23904049,Other neighborhoods,Fremont,47.66225,-122.35186999999999,Entire home/apt,79,2,90,2.68,1,296
Erlinda's Wholeworld Homestay,111066204,Northgate,North College Park,47.6926,-122.33508,Private room,42,30,1,0.05,7,90
"Well-situated home equipped with a furnished deck, a beautiful patio & gas grill",138924514,Other neighborhoods,Phinney Ridge,47.67922,-122.36213000000001,Entire home/apt,297,2,26,0.47,34,364
"Lovely, dog-friendly home located in amazing Seattle area!",138924514,Other neighborhoods,Phinney Ridge,47.68094,-122.35215,Entire home/apt,234,2,16,0.29,34,364
"Charming suite w/shared pool, hot tub & sauna - 2 blocks from Pike Place Market!",138924514,Downtown,Central Business District,47.605270000000004,-122.34002,Entire home/apt,434,1,43,0.69,34,364
Lovely oasis w/covered & furnished patio in a great Seattle neighborhood!,138924514,Other neighborhoods,Fremont,47.66141,-122.3532,Entire home/apt,237,2,14,0.3,34,364
Space Needle view apartment w/ shared hot tub and pool!,138924514,Downtown,Belltown,47.61555,-122.3483,Entire home/apt,192,1,18,0.59,34,363
Gorgeous farm house near University of Washington w/Ping-Pong table & gas grill,138924514,University District,University District,47.66727,-122.30747,Entire home/apt,395,2,37,0.66,34,357
Gorgeous suite w/shared hot tub and pool! Steps from Pike Place.,138924514,Downtown,Pike-Market,47.60895,-122.33995,Entire home/apt,203,6,13,0.3,34,364
"Bay view suite w/ shared hot tub, swimming pool & sauna! Centrally located!",138924514,Downtown,Central Business District,47.60642,-122.33859,Entire home/apt,414,1,57,0.91,34,365
Bay view downtown condo w/shared hot tub and indoor pool!,138924514,Downtown,Belltown,47.615159999999996,-122.3478,Entire home/apt,413,1,29,1.06,34,364
"Emerald city suite w/ shared hot tub, fitness center, sauna, and pool!",138924514,Downtown,Belltown,47.613640000000004,-122.34751999999999,Entire home/apt,198,1,26,0.86,34,364
"Downtown condo w/ gorgeous city views, shared hot tub, pool, and roof deck",138924514,Downtown,Belltown,47.61513,-122.34791000000001,Entire home/apt,280,1,27,0.89,34,360
"Corner view suite, walk to space needle, shared hot tub & pool!",138924514,Downtown,Belltown,47.61391,-122.34863999999999,Entire home/apt,289,1,22,0.73,34,364
Charming cottage in amazing Seattle neighborhood - only 15 minutes to downtown!,138924514,Other neighborhoods,Ravenna,47.67954,-122.29211000000001,Entire home/apt,241,2,15,0.51,34,364
Gorgeous apartment in business district w/ community hot tub and swimming pool,138924514,Downtown,Belltown,47.61368,-122.34861000000001,Entire home/apt,211,1,12,0.88,34,361
Lovely flat near the Space Needle and w/ a Walk Score of 97!,138924514,Downtown,First Hill,47.61323,-122.32876999999999,Entire home/apt,228,3,51,0.8,34,365
Luxury downtown high-rise w/ shared pool/ hot tub/ yoga - steps from the water!,138924514,Downtown,Central Business District,47.60694,-122.33735,Entire home/apt,331,1,19,0.64,34,365
Urban bay view apartment w/community pool and hot tub!,138924514,Downtown,Central Business District,47.60564,-122.3387,Entire home/apt,493,1,32,1.04,34,361
"Downtown studio with perfect Walk Score, shared indoor pool, and hot tub!",138924514,Downtown,Belltown,47.61578,-122.34827,Entire home/apt,190,2,24,0.75,34,363
Bay view apartment w/shared hot tub and indoor pool - near Pike Place Mark,138924514,Downtown,Pike-Market,47.60927,-122.33939,Entire home/apt,272,6,20,0.43,34,364
"Lovely downtown penthouse w/shared hot tub, sauna, and swimming pool!",138924514,Downtown,Belltown,47.61484,-122.34926000000002,Entire home/apt,194,1,22,0.7,34,364
NEW LISTING! Bayview suite w/ walk score of 100 & shared indoor pool & hot tub,138924514,Downtown,Pike-Market,47.60822,-122.33967,Entire home/apt,305,6,8,0.25,34,364
"Luxury suite with fitness center, features shared pool and hot tub",138924514,Downtown,Pike-Market,47.60967,-122.33957,Entire home/apt,295,6,20,0.44,34,364
Gorgeous home in great neighborhood - Steps away from Fremont Troll!,138924514,Other neighborhoods,Fremont,47.64932,-122.34536000000001,Entire home/apt,262,2,25,0.43,34,364
Beautifully decorated suite w/deck and 10-minute drive to downtown Seattle!,138924514,West Seattle,Fairmount Park,47.547090000000004,-122.37768999999999,Entire home/apt,146,3,14,0.24,34,364
Luxury home w/ gorgeous patio and fireplace - close to downtown!,138924514,Magnolia,Briarcliff,47.63971,-122.40148,Entire home/apt,238,3,3,0.12,34,363
"Ballard townhome w/ walk score of 95, 4 blocks from Market Street!",138924514,Ballard,Adams,47.67045,-122.38163,Entire home/apt,294,2,19,0.61,34,349
Breathtaking home w/furnished deck near Alki Beach and minutes from downtown!,138924514,West Seattle,Alki,47.573879999999996,-122.41143000000001,Entire home/apt,291,2,14,0.51,34,364
"Beautiful suite with bay views, includes shared hot tub and pool!",138924514,Downtown,Pike-Market,47.60953,-122.33937,Entire home/apt,272,6,23,0.76,34,364
"Spacious Private Room in Magnolia, Seattle",133284367,Magnolia,Southeast Magnolia,47.64246,-122.38556000000001,Private room,65,30,38,1.13,2,364
Caphill apartment with amazing views,93965463,Downtown,Yesler Terrace,47.60435,-122.31865,Entire home/apt,130,30,10,0.31,1,0
Spacious Loft-style Studio at a Former 1920s Grocery Store,210933,Beacon Hill,North Beacon Hill,47.5774,-122.30511000000001,Entire home/apt,150,1,210,6.36,1,0
2BR/2BA  Townhouse in Seattle (Close to Stadiums),4797,Central Area,Atlantic,47.59455,-122.30724,Entire home/apt,140,2,173,5.16,1,0
Great bedroom Cabin in the City-Cedar Park,51676305,Lake City,Cedar Park,47.73115,-122.28981,Private room,50,30,16,0.49,1,363
Modern  craftsman close to city,23979244,Delridge,Highland Park,47.51913,-122.35163,Entire home/apt,160,1,11,0.33,2,65
Modern industrial guesthouse Ballard/Phinney Ridge,23094965,Other neighborhoods,Phinney Ridge,47.68168,-122.36431999999999,Entire home/apt,215,2,51,1.55,1,163
The Carriage House,3286649,West Seattle,Seaview,47.5591,-122.3877,Entire home/apt,70,30,58,1.74,3,0
The Ballard Jungalow,2080018,Ballard,Loyal Heights,47.68537,-122.38221999999999,Entire home/apt,448,30,4,0.13,1,365
"Queen Anne Bungalow - 2Bed/2Bath,AC, Full Kitchen",20180013,Queen Anne,North Queen Anne,47.64504,-122.35206000000001,Entire home/apt,182,1,266,8.04,1,123
RavennaRetreat,19532437,Other neighborhoods,Ravenna,47.676,-122.30216999999999,Private room,190,30,1,0.03,1,0
Nice bedroom / private bath and balcony in Ballard,53466225,Ballard,Adams,47.67118,-122.39353,Private room,125,30,32,0.99,1,88
Cozy 1 bedroom Daylight Basement Apartment,10235544,Central Area,Leschi,47.591809999999995,-122.29372,Entire home/apt,71,30,14,0.43,6,234
Delightful Seattle Charmer!,47051365,Other neighborhoods,Fremont,47.65618,-122.35653,Entire home/apt,239,30,77,2.46,1,68
Magnolia Townhouse,23916969,Magnolia,Southeast Magnolia,47.6455,-122.38427,Private room,150,30,0,,1,0
Capitol Hill-Clubs-Shops-Food-Busline-Light Rail!,2884446,Capitol Hill,Broadway,47.615970000000004,-122.31435,Entire home/apt,200,30,2,0.06,1,0
"Private, Convenient, Air Conditioned Whole House",22416652,Rainier Valley,Mount Baker,47.57013,-122.28584,Entire home/apt,189,30,1,0.1,1,90
Modern Luxury Town Home in Seattle!,18165306,Ballard,Adams,47.67194,-122.38108999999999,Entire home/apt,275,30,4,0.14,2,156
Gorgeous Downtown Condo Prime Location!,123431830,Downtown,Central Business District,47.61007,-122.33547,Entire home/apt,135,1,141,4.65,1,240
Weekly Discounts - Apartment w/ Private Deck,6992010,Queen Anne,West Queen Anne,47.63858,-122.37276000000001,Entire home/apt,70,2,145,4.39,2,8
Warm and Comfortable South Seattle Home,47414227,Seward Park,Seward Park,47.5527,-122.26969,Entire home/apt,73,1,200,6.32,1,76
Spacious Capitol Hill Condo,83612316,Capitol Hill,Broadway,47.61414,-122.31888000000001,Entire home/apt,160,30,68,2.04,1,0
"Serene, top-floor Master Suite with private bath",55067553,Delridge,South Delridge,47.51891,-122.35563,Private room,65,1,88,2.77,1,0
Charming Wallingford Cottage Apartment,21290502,Other neighborhoods,Wallingford,47.653059999999996,-122.34001,Entire home/apt,105,2,85,2.53,1,317
Cozy Home Close to it All,2170344,West Seattle,Genesee,47.56519,-122.39616000000001,Entire home/apt,155,30,10,0.3,1,0
"Charming Cottage-Style Home, 2 Blocks to GreenLake",140960789,Other neighborhoods,Green Lake,47.67682,-122.33038,Entire home/apt,147,1,242,7.22,1,0
Sit on the Private Rooftop Deck of a Seattle Home,89729299,Central Area,Minor,47.60925,-122.31501000000002,Entire home/apt,239,2,62,1.84,1,0
Classic 40' Yacht (Sleeps 3-4) w/ 2 beers on tap!,121571732,Interbay,Interbay,47.659009999999995,-122.38351999999999,Entire home/apt,169,31,17,0.51,2,179
Charming Studio across the street from Green Lake,139352546,Other neighborhoods,Green Lake,47.68316,-122.34135,Entire home/apt,110,30,33,0.98,1,0
"Chic, Perfectly located 1BR Seattle Apartment",11665430,Queen Anne,Lower Queen Anne,47.6259,-122.35113999999999,Entire home/apt,120,1,123,3.7,1,320
"★ Clean, comfy, quiet private apartment! ★",141058204,Other neighborhoods,Roosevelt,47.68108,-122.31915,Entire home/apt,95,2,123,3.82,1,165
Quaint Craftsman Style Home,23979244,Delridge,Highland Park,47.51797,-122.3516,Private room,55,2,26,0.95,2,88
Travel Nurse Quarters,80998145,West Seattle,Genesee,47.5646,-122.38694,Private room,103,30,1,0.03,2,0
Cozy Cottage in North Beach w/Olympic Mtn Views!,141308441,Ballard,Sunset Hill,47.69474,-122.40023000000001,Entire home/apt,148,30,0,,1,0
Green Lake studio with private bathroom & kitchen,4634667,Other neighborhoods,Green Lake,47.6764,-122.32813999999999,Entire home/apt,100,30,42,1.36,1,0
Ballard Locks Home 5 bedroom 2 blocks from water!,35246779,Ballard,Adams,47.66997,-122.39379,Entire home/apt,95,1,107,3.35,1,165
Awesome Apt. Near Seattle Center & Amazon Campus.,11383663,Queen Anne,Lower Queen Anne,47.6312,-122.36113,Entire home/apt,110,2,87,2.63,2,209
Sweeping Views,62841043,Capitol Hill,Broadway,47.622370000000004,-122.32558,Entire home/apt,250,30,0,,1,0
Entire Apartment in West Seattle,141733572,Delridge,North Delridge,47.56004,-122.36353999999999,Entire home/apt,143,30,37,1.12,1,0
Spacious guest suite in the heart of Ballard!,10809449,Ballard,West Woodland,47.67138,-122.36948000000001,Entire home/apt,120,2,78,2.35,1,335
"⭐ Holiday in Seattle: UW, Greenlake,  Downtown ⭐",2994387,Other neighborhoods,Roosevelt,47.68959,-122.31148,Entire home/apt,93,2,43,1.45,5,180
Greenwood private room with shared bath,84891625,Other neighborhoods,Greenwood,47.69834,-122.34955,Private room,100,2,2,0.09,2,365
Hideaway with a View,18688599,Rainier Valley,Mount Baker,47.58871,-122.29303,Entire home/apt,95,3,92,2.86,1,263
3 bed 3 bath townhouse in lake city,142077378,Lake City,Victory Heights,47.71678,-122.29771000000001,Entire home/apt,230,30,7,0.21,1,80
Panoramic views from contemporary craftsman house,142134362,Rainier Valley,Mount Baker,47.591029999999996,-122.28953,Entire home/apt,565,3,32,1.0,1,85
Stay here and be near EVERYTHING!,86157147,Downtown,First Hill,47.61273,-122.33039,Entire home/apt,143,2,174,5.3,12,140
S1- Convention Center High Rise,50550045,Downtown,Belltown,47.61486,-122.33408,Entire home/apt,299,30,36,1.09,59,232
Latona Guest Suite with A/C and Dedicated Parking,142248716,Other neighborhoods,Wallingford,47.65614,-122.32603999999999,Entire home/apt,174,2,170,5.21,2,157
Intimate Fremont Cottage Loft With Staircase,40881069,Other neighborhoods,Fremont,47.65951,-122.3512,Entire home/apt,63,1,331,10.07,2,322
Michael Jackson/Freddie MercuryCORवागत हे svaagat he,85076667,Ballard,West Woodland,47.66782,-122.3629,Private room,59,30,25,0.89,5,1
Madison Park Beach Apartment,22299979,Capitol Hill,Madison Park,47.63467,-122.28043999999998,Entire home/apt,140,30,1,0.03,1,0
Modern Ballard Townhome with Rooftop Deck,51160497,Ballard,Whittier Heights,47.68059,-122.3754,Entire home/apt,139,2,12,0.39,2,0
Belltown Studio With King Bed,142337722,Downtown,Belltown,47.617090000000005,-122.34753,Entire home/apt,199,3,132,4.14,1,173
"Bright, Comfortable Room in Community House",137406406,Central Area,Atlantic,47.58932,-122.3046,Private room,56,30,34,1.02,1,0
"Beautiful, Emerald Room on Top of Queen Anne",5819249,Queen Anne,North Queen Anne,47.64192,-122.35555,Private room,75,30,98,2.96,3,94
Seward Park Cottage,142473701,Seward Park,Seward Park,47.55578,-122.26487,Entire home/apt,95,30,28,1.38,1,88
3 bedroom Squire Park townhome,64097693,Central Area,Minor,47.60565,-122.30731999999999,Entire home/apt,200,30,16,0.58,1,0
Modern Townhome with Private Rooftop Patio!,142628007,Central Area,Minor,47.61117,-122.31516,Entire home/apt,150,2,80,2.52,1,353
West Seattle private suite for families,142656913,Delridge,Highland Park,47.527159999999995,-122.35444,Private room,180,2,10,0.3,1,178
"Cozy, Opal Room on Top of Queen Anne Hill",5819249,Queen Anne,North Queen Anne,47.64371,-122.35595,Private room,75,30,59,1.8,3,89
Luxurious Private Room   DETACHED Restroom!,6746292,Queen Anne,North Queen Anne,47.6405,-122.36878999999999,Private room,125,1,147,4.45,4,329
Designer two bedroom garden apartment,38021932,Cascade,Eastlake,47.64069,-122.32463999999999,Entire home/apt,175,2,6,0.18,2,0
Lake Washington Getaway.  Mother-in-Law,50247284,Rainier Valley,Dunlap,47.531290000000006,-122.26382,Entire home/apt,522,3,0,,1,3
Bright Bedroom in West Seattle,13701143,Delridge,Highland Park,47.53306,-122.35378,Private room,50,1,124,3.72,16,364
"$82 Private Entrance 1bd Suite near UW, Seattle",142928226,Other neighborhoods,Wallingford,47.65551,-122.32706,Entire home/apt,82,1,26,0.82,1,179
Belltown Urban Oasis,340192,Downtown,Belltown,47.61495,-122.34858,Entire home/apt,70,120,0,,3,16
Wallingford private bedroom mile from UW hospital,22575565,Other neighborhoods,Wallingford,47.65719,-122.32751,Private room,75,4,13,0.4,3,180
"Cozy Craftsman Near Ravenna, Green Lake & UW",1433265,University District,University District,47.6715,-122.31667,Entire home/apt,115,30,13,0.41,1,83
The Cabin - A houseboat on Seattle's Lake Union,88815403,Other neighborhoods,Wallingford,47.64772,-122.33315,Entire home/apt,195,30,22,0.66,1,16
"Emerald House Fremont-w/ parking, no cleaning fee",56662173,Other neighborhoods,Fremont,47.65377,-122.35117,Entire home/apt,149,3,171,6.7,1,162
Charming brick house by transit and airport - Rm 2,135554033,Rainier Valley,Dunlap,47.531000000000006,-122.28031000000001,Private room,50,2,52,1.58,4,90
Cozy Garden Guesthouse in Ballard,18994531,Ballard,Whittier Heights,47.67944,-122.36798999999999,Entire home/apt,140,2,73,2.27,1,87
Lovely Bedroom in West Seattle,13701143,Delridge,Highland Park,47.53184,-122.35412,Private room,50,1,111,3.34,16,178
Minimalistic and comfortable private bedroom,5886710,Northgate,Maple Leaf,47.7048,-122.32266000000001,Private room,49,30,0,,1,0
"2E-Franklin Guest House - ""Eastman Suite""",35396029,Cascade,Eastlake,47.6361,-122.32505,Entire home/apt,130,1,144,4.42,4,51
"2W-Franklin Guest House -  ""Whitman Suite""",35396029,Cascade,Eastlake,47.63629,-122.32343,Entire home/apt,130,1,128,3.89,4,48
New and modern townhouse in Central District,4491725,Central Area,Atlantic,47.59172,-122.30573999999999,Entire home/apt,200,30,2,0.06,1,0
Queen Anne Private Courtyard Suite,31354928,Queen Anne,East Queen Anne,47.63443,-122.35516000000001,Private room,80,2,131,4.09,2,295
Modern Traveler's Dream Home,13920168,Queen Anne,North Queen Anne,47.641890000000004,-122.35949,Entire home/apt,400,2,45,1.42,1,360
Vintage Downtown Studio Loft,143387123,Downtown,Central Business District,47.607929999999996,-122.33818000000001,Shared room,90,30,28,0.87,1,95
"Bright, comfortable Capitol Hill 1B, Walk score 99",107691570,Capitol Hill,Broadway,47.616009999999996,-122.32335,Entire home/apt,150,30,1,0.03,1,0
The Escape on Beacon Hill,27785298,Beacon Hill,North Beacon Hill,47.57284,-122.31267,Entire home/apt,110,30,38,1.38,1,179
"Wedgwood Cottage
 monthly 50% off weekly  25% off",143424133,Other neighborhoods,Bryant,47.68193,-122.28933,Entire home/apt,120,1,49,1.53,1,346
6349单房出租,28763024,Seward Park,Seward Park,47.544340000000005,-122.26199,Private room,85,30,1,0.05,9,89
Private bedroom/bathroom in Capitol Hill,32307630,Capitol Hill,Broadway,47.61476,-122.31391,Private room,90,30,1,0.03,1,0
Modern Industrial Fremont Studio,11164643,Other neighborhoods,Fremont,47.65385,-122.34401000000001,Entire home/apt,195,2,141,4.27,2,253
"Comfortable, spacious duplex in Walker's Paradise.",143573495,Central Area,Minor,47.613609999999994,-122.30715,Entire home/apt,140,1,156,4.78,1,8
Gorgeous Capitol Hill Studio/Loft with Balcony,2134209,Capitol Hill,Broadway,47.61861,-122.32453999999998,Entire home/apt,120,30,166,5.04,6,350
Downtown/WSCC Winter Special Free parking(dec-Jan),57590612,Downtown,First Hill,47.61262,-122.32948999999999,Entire home/apt,175,3,56,1.76,1,94
