Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,"Harm Score
(3-15)",Divestment (Y/N),Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other 
PortionPac Chemical Corp,Y,IL,90,1964,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,22,2018,N,,,http://portionpaccorp.com/,http://portionpaccorp.com/solutions/correctpac/,,See corrections source,PrivCo (www.privco.com),
Ports Petroleum,Y,OH,160,1948,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Utility/Energy,,,,,,,240,2018,N,,,http://www.portspetroleum.com/ports/index.html,OH DRC Spending,,,PrivCo (www.privco.com),
Post Holdings,Y,MO,11410,1895,,Howard A. Friedman,,,POST,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Commissary,,,,,7,,5681.1,2019,N,,,https://www.postholdings.com/,See Mom Brands,,,FactSet,http://mombrands.com/2015/01/mom-brands-signs-definitive-agreement-sale-company-post-holdings/
Post Modern,Y,CA,,1977,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",,,,,,,,,N,,,http://www.postmoderngroup.com/,See Criterion Pictures,,,,
Potomacwave Consulting,Y,VA,217,2007,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,Y,,,,59.74,2018,N,,,http://www.potomacwave.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),
Potter Lawson Architects,Y,WI,,1913,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,,,N,,,http://www.potterlawson.com,http://www.potterlawson.com/?page_id=1453,,,,
Power Corporation of Canada,Y,Canada,,1925,,André Desmarais,,,POW-CA,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,Equity/Debt Investor,Investor,"Construction, Equipment, & Acquisition Financing",,,8,,29335.22117,2019,N,,Financials converted from CAD,https://www.powercorporation.com/,"See Power Financial Corp, Great-West Lifeco, Putnam Investment Management",,,FactSet,https://www.powerfinancial.com/en/companies/organization-chart/
Power Financial Corp,Y,Canada,,1984,,,,Power Corp of Canada,POW-CA,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,Equity/Debt Investor,,,,,8,,38406.06,2017,N,,Created in 1984 as a holding company for Great-West Lifeco; Financials converted from CAD,https://www.powerfinancial.com/,"See Putnam Investment Management, Great-West Lifeco",,,https://www.powerfinancial.com/media/uploads/reports/quarter/pfc_2017_q4_and_ye_eng.pdf,https://www.powerfinancial.com/en/companies/organization-chart/
Power Machinery Center,Y,CA,85,,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,19,2018,N,,,http://www.powermachinery.com/,California Spending Data - 2018,,,PrivCo (www.privco.com),
Power Plus International,Y,GA,,1993,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Construction & Maintenance,Maintenance Services,,,,,,,N,,,http://powerppi.com/,TDCJ Spending,,,,
Power Pro-Tech Services,Y,FL,202,2002,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,32.7,2015,N,,,http://www.powerprotech.com/,http://www.dc.state.fl.us/business/contracts/,,,PrivCo (www.privco.com),
PowerDMS,Y,FL,113,2001,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,Corrections Data Systems,,,,,,,15.3,2018,N,,,https://www.powerdms.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,,,PrivCo (www.privco.com),
PowerFlare (PF Distribution Center),Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://www.pfdci.com/,https://www.opticsplanet.com/powerflare-pf-200-safety-led-light-multipack-24.html,,,,http://www.powerflare.com/news/index.html
PPG Industries,Y,PA,28200,1883,,Michael H. McGarry,,,PPG,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,9,,15146,2019,N,,"Operates using various local and specialty subsidiaries, including PPG Architectural Finishes",http://www.ppg.com/,TDCJ Spending,,,FactSet,
Praeses,Y,LA,110,,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,,,,,21,2018,N,,,http://www.praeses.com/,https://www.praesescsd.com/,,,PrivCo (www.privco.com),
Praetorian Digital,Y,CA,110,1999,,,,,,Tier 4 - Small Privately-Owned,Other,Other,Personnel,Staff Training,,,,,15.5,2018,Y,,,https://www.praetoriandigital.com/,See website,,,PrivCo (www.privco.com),
Praxell,Y,NY,,1999,,,,,,Tier 4 - Small Privately-Owned,Financial Services,Cash & Release Cards,,,,,,,,,N,,,http://praxell.com/,https://www.prisonlegalnews.org/news/2018/jan/31/hrdc-files-class-action-suit-over-cdcr-debit-release-cards/,,,,
Precise Court Reporting Services,Y,NY,,,,,,,,Tier 4 - Small Privately-Owned,Other,Other,,,,,,,,,Y,,Hearing transcription,http://www.precisecrs.com/,NYS DOCCS Spending,,,,
Precision Delta Companies,Y,MS,,1982,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,https://www.precisiondelta.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003679-T.pdf,,,,
Precision Disposables,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Equipment,,,,,,,,,N,,,https://www.pdpsupply.com/,California Spending Data - 2018,,,,
Precision Dynamics,Y,CA,,1956,2012,,,Brady Corporation,BRC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,,,,,9,,173,2011,N,,Acquired by Brady in 2012 for $300 M; 2011 financials prior to acquisition,http://www.pdcorp.com/,http://www.pdcinmateid.com/,,,https://seekingalpha.com/article/1096171-brady-corporation-starts-the-year-well-by-acquiring-precision-dynamics-corporation,http://www.dc.state.fl.us/business/contracts/09-DC-8105.pdf
Precision Kiosk Technologies,Y,MN,,2010,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Substance Abuse Treatment,,,,,,,,,N,,,http://precisionkiosktech.com/,See Automated Breathalyzer Kiosk,,,,https://apnews.com/fd2c873021be4b39aad0ecc02d9bcf94
Precision Locker Company,Y,NY,,,,,,Precision Rollform Technologies,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,Product brand,http://www.precisionlocker.com/,https://www.precisionlocker.com/Law-Enforcement-s/25.htm,,,,
Precision Rollform Technologies,Y,NY,,1951,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.rollform.com/,See Precision Locker Company,,,,
Preferred Foodservice Design Supply,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.pfds.net/,TDCJ Spending,,,,
Premier Ride/ Mondial Motors,Y,PA,,,,,,,,Tier 4 - Small Privately-Owned,Transportation,Visitor Transportation,,,,,,,,,N,,,,https://www.fairshake.net/public-transportation-to-prisons/,,,,
Presidential Aviation,Y,FL,,1997,,,,,,Tier 4 - Small Privately-Owned,Transportation,Agency Transportation,,,Y,,,,,,N,,,https://www.presidential-aviation.com/,,GovSpend,,,
Presidio Networked Solutions,Y,NY,2700,2003,,Bob Cagnazzi,,,PSDO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,9,,3026.1,2019,N,,,http://www.presidio.com/,TDCJ Spending,,,FactSet,https://www.presidio.com/subpage/978/state-local-government
Prestige Services,Y,NY,440,,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Vending Machines,,,,,,,35,2018,N,,,https://www.prestigeservicesinc.com/,NYS DOCCS Spending,,,PrivCo (www.privco.com),
Priax Corporation,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,,,,,,,Y,,,http://www.priax.com/,See website,,,,
Price Modern,Y,MD,220,1904,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,Y,,,,180,2018,N,,,http://www.pricemodern.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),
PriceWaterhouseCoopers ,Y,NJ,276005,2008,,Robert E. Moritz,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Operations & Management,"Procurement, Contracting, & Other Admin Services",,,Y,,,,41300,2018,N,,,https://www.pwc.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),
PRIDE Industries,Y,CA,5650,1966,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Maintenance Services,,,,,,,326.6,2018,N,,,https://prideindustries.com/,California Spending Data - 2018,,,PrivCo (www.privco.com),
Priefert,Y,TX,820,1964,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,360,2018,N,,,http://www.priefert.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004227-T.pdf,,,PrivCo (www.privco.com),
Prime Coat Coating Systems,Y,IL,,1990,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,N,,,http://primecoat.com/,http://primecoat.com/corrections-4/,,,,
Prime Lube,Y,NJ,110,1987,,,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,Y,,,23,2018,N,,,http://primelubeinc.com/,NYS DOCCS Spending,,See corrections source,PrivCo (www.privco.com),
PrimeCare Medical,Y,PA,25,1988,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,Y,,,,12.4,2018,N,,,http://www.primecaremed.com/default.html,http://correctionsmarketplace.com/,https://worthrises.org/immigration,,PrivCo (www.privco.com),
Primonics,N,Canada,,1996,2012,,Platinum Equity,Aventiv Techologies/Securus Technologies,,Tier 2 - Investment Firm-Owned,Telecom,Prison Communications,,,,,12,Y,,,Y,,Acquired by Securus in 2012,http://www.primonics.com/,See other source,,,,https://www.prnewswire.com/news-releases/securus-technologies-inc-announces-acquisition-of-primonics-inc-143386276.html
Printpack,Y,GA,3390,1956,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,1200,2018,N,,,http://www.printpack.com/,NYS DOCCS Spending,,,PrivCo (www.privco.com),
Prison Coach (formerly Incarceration Optimization Program),Y,,,2002,,,,,,Tier 4 - Small Privately-Owned,Other,Other,,,,,,,,,Y,,Consulting on how to serve time,https://prisoncoach.wordpress.com,See website,,,,http://money.cnn.com/magazines/business2/business2_archive/2006/12/01/8394995/index.htm
Prison Coach Speaking & Consulting,Y,,,2004,,,,,,Tier 4 - Small Privately-Owned,Other,Other,,,,,,,,,Y,,Consulting on how to serve time,https://prisoncoachspeaking.com/,See website,,,,
Prison Consulting Group,Y,FL,,,,,,,,Tier 4 - Small Privately-Owned,Other,Other,,,,,,,,,Y,,Consulting on how to serve time,http://www.prisonconsultinggroup.com/,See website,,,,
Prison Education,Y,VA,,,,,,Middle Street Publishing,,Tier 4 - Small Privately-Owned,Programs & Labor,"Education Services, Materials, & Technology",,,,,,,,,Y,,Product brand,http://www.prisoneducation.com/,See website,,,,
Prison Gap,N,NY,,,,,,,,Tier 4 - Small Privately-Owned,Transportation,Visitor Transportation,,,,,,,,,Y,,,,https://www.yelp.com/biz/operation-prison-gap-new-york,,,,
Prison Inmates Online,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,,,,,,,,,Y,,,https://www.prisoninmates.com/,See Jmail,,,,
Prison Mowers,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,Y,,,http://www.prisonmowers.com/,See website,,,,
Prison Transportation Service Express,Y,CA,,2011,,,,,,Tier 4 - Small Privately-Owned,Transportation,Visitor Transportation,,,,,,,,,Y,,,https://www.pts-express.com/,https://www.facebook.com/PTSexpressinc/,,,,
Prisoner Bench,Y,FL,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,Y,,,http://www.prisonerbench.com/,See website,,,,
Prisoner Transportation Services (PTS of America),N,TN,,2011,,,,,,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,,,,,,,,,Y,,,http://prisonertransport.net/,See website,,,,
Prisons Specialty Industrial (PSI),Y,MN,,1985,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.psillcmn.com/,See website,,,,
Private Correctional Services,Y,MO,,2007,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,"Probation, Parole, & Other Supervision",Community Corrections,Electronic Monitoring,,,,,,,Y,,,,https://www.hrw.org/report/2018/02/20/set-fail/impact-offender-funded-private-probation-poor,,,,https://www.scramsystems.com/providers/private-correctional-services/
Private Probation Service,Y,MO,,2003,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,"Probation, Parole, & Other Supervision",Community Corrections,Electronic Monitoring,,,,,,,Y,,,https://www.privateprobationservices.com/,https://www.hrw.org/report/2018/02/20/set-fail/impact-offender-funded-private-probation-poor,,,,
Private Probation Service TBN,Y,MO,,2006,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,"Probation, Parole, & Other Supervision",Community Corrections,Electronic Monitoring,,,,,,,Y,,,http://www.pps-mo.com/,https://www.hrw.org/report/2018/02/20/set-fail/impact-offender-funded-private-probation-poor,,,,
Pro Med Healthcare Services,Y,FL,,1998,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Personnel,Third Party Staffing,,,,,,,N,,,http://promedhs.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,,,,
Probation Services Incorporated ,Y,TN,,,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,"Probation, Parole, & Other Supervision",,,,,,,,,Y,,,,https://www.hrw.org/report/2018/02/20/set-fail/impact-offender-funded-private-probation-poor,,,,
Probation Works Inc (PWI),Y,TN,,,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,"Probation, Parole, & Other Supervision",,,,,,,,,Y,,,http://www.probationworksinc.com/,See website,,,,
Probatum Technologies,Y,OH,,1999,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,"Arrest, Court, & Probation Data Systems",,,,,,,,,Y,,,https://www.probatum.com/,OH DRC Spending,,,,
Procare One,Y,CA,,1988,2012,,,Genesis Healthcare/CareerStaff,GEN,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Healthcare,Personnel,Third Party Staffing,,,10,,,,N,,Acquired by Genesis Healthcare as part of Sun Healthcare as part of CareerStaff for $217 M,https://www.careerstaff.com/procare-one/,See website,,,,http://www.genesishcc.com/about-us/press/press-releases/ctl/readgenesis/mid/653/articleid/74
Procentrix,Y,VA,130,2006,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,Y,,,,30.2,2018,N,,,https://www.procentrix.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),
Prochaska & Associates,Y,NE,50,1983,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,12,2018,N,,,http://prochaska.us/,https://aja.multiview.com/,,,PrivCo (www.privco.com),
Pro-Defense,Y,MT,,2012,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,http://www.pro-defense.com/,See website,,,,
Prodigy Solutions,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,Financial Services,Money Transfers,,,,,,,Y,,,https://prodigytel.com/,See website,,,,
Product World USA,Y,VA,,2006,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,http://www.productworldUSA.com/,See website,,,,
Professional Distribution Center,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,,,N,,,http://www.pdchouston.com/,TDCJ Spending,,See corrections source,,
Professional Law Enforcement Association,Y,MI,,1995,,,,,,Tier 4 - Small Privately-Owned,Personnel,Other,,,,,,,,,Y,,Law enforcement insurance,https://plea.net/about/,http://www.cppca.org/general/our-sponsors,,,,
Professional Plumbing Group,Y,SC,410,,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,84,2018,N,,,http://www.ppg-inc.com,See PlumbMaster,,,PrivCo (www.privco.com),
Professional Probation Services,Y,GA,,1992,1997,,,Universal Health Services,UHS,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Community Corrections,"Probation, Parole, & Other Supervision",Community Corrections,Electronic Monitoring,,,13,Y,,,Y,14267,Acquired by Universal Health Services in 1997,,https://www.hrw.org/report/2018/02/20/set-fail/impact-offender-funded-private-probation-poor,,,,http://www.monroecounty-fl.gov/AgendaCenter/ViewFile/Item/5034?fileID=4931
Proffer Wholesale Produce,Y,MO,,1964,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,,,,,,,93,2018,N,,,https://www.profferproduce.com/,FBOP Spending,,,PrivCo (www.privco.com),
Progressive Technology,Y,CA,60,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,14,2018,N,,,http://www.prgtech.com/,http://ajaproductserviceresource.com/,,,PrivCo (www.privco.com),
Progressive Waste,N,TX,7500,2000,2016,,,Waste Connections,WCN,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Maintenance Services,,,,,7,,2000,2016,N,,Acquired by Waste Connections in 2016 for $2.7 B; Operates using various local subsidiaries,http://www.progressivewaste.com/,TDCJ Spending,,,http://www.waste360.com/mergers-and-acquisitions/waste-connections-progressive-waste-merge-4b-giant,https://www.bloomberg.com/gadfly/articles/2017-04-28/waste-connections-s-deal-for-progressive-waste-wasn-t-garbage
Pro-Health,Y,TX,440,2005,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Food & Commissary,Prison Food,,,,,,,280,2018,N,,,http://pro-health.com/,TDCJ Spending,,,PrivCo (www.privco.com),
Project Performance,Y,PA,,1991,2017,,,Data Systems Analysts,,"Tier 3 - Large Privately-Owned, requires outside financing",Data & Information Systems,IT & Communcations Infrastructure & Service,,,Y,,,,,,N,,,,,GovSpend,,,https://www.dsainc.com/about/news-and-awards/2017/dsa%E2%80%99s-rapid-growth-continues-with-acquisition-of-project-performance-company-llc.html
Project Support Services,Y,VA,,1999,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,,,,,,,N,,,http://psswdc.com/,FBOP Spending,,,,
Promise Networks,Y,,,2017,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,"Probation, Parole, & Other Supervision",Community Corrections,Electronic Monitoring,,,,,,,Y,,,http://joinpromise.com/,See website,,,,https://www.vibe.com/2018/03/jay-z-roc-nation-invests-in-bail-reform-promise/
